City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
369,cape town,-33.9258,18.4232,70.88,79,75,18.41,ZA,1675193453
370,sterling,39.0062,-77.4286,38.68,90,100,8.05,US,1675193347
371,zwedru,6.0667,-8.1281,79.36,58,23,3.51,LR,1675193564
372,honiara,-9.4333,159.95,77.23,82,85,2.26,SB,1675193564
373,srednekolymsk,67.45,153.6833,-18.67,95,63,8.08,RU,1675193564
374,kruisfontein,-34.0033,24.7314,67.98,96,12,5.5,ZA,1675193565
375,nishihara,26.1842,127.7558,61.88,67,75,5.75,JP,1675193565
376,kedrovyy,56.1667,91.8167,-1.14,99,100,3.31,RU,1675193565
377,loa janan,-0.583,117.095,73.62,98,100,1.68,ID,1675193566
378,curaca,-8.9903,-39.9094,88.88,36,93,11.27,BR,1675193566
379,hargeysa,9.56,44.065,57.4,84,10,8.68,SO,1675193566
380,alihe,50.5667,123.7167,-1.34,98,100,3.67,CN,1675193567
381,marang,5.2056,103.2059,76.91,86,100,5.21,MY,1675193567
382,tanete,-3.9443,119.7848,73.81,95,100,2.68,ID,1675193567
383,preobrazheniye,42.9019,133.9064,20.89,95,100,9.84,RU,1675193567
384,changtu,42.7788,124.0955,20.12,61,100,11.5,CN,1675193568
385,marrakesh,31.6315,-8.0083,60.87,31,75,4.61,MA,1675193568
386,tupik,54.4253,119.9327,-17.57,98,89,3.8,RU,1675193568
387,oriximina,-1.7656,-55.8661,77.23,81,100,2.8,BR,1675193569
388,san quintin,30.4833,-115.95,57.69,57,3,7.7,MX,1675193569
389,homer,59.6425,-151.5483,35.76,93,100,0.0,US,1675193569
390,raga,8.4596,25.678,81.82,14,47,3.31,SS,1675193570
391,kiruna,67.8557,20.2251,13.12,73,100,4.61,SE,1675193377
392,waitara,-38.925,174.25,69.49,88,100,21.47,NZ,1675193571
393,nevinnomyssk,44.6267,41.9453,34.97,81,29,5.14,RU,1675193571
394,awjilah,29.1081,21.2869,54.41,58,17,10.58,LY,1675193572
395,viedma,-40.8135,-62.9967,70.79,44,5,15.84,AR,1675193572
396,coquimbo,-29.9533,-71.3436,73.13,60,0,12.66,CL,1675193572
397,kapit,2.0167,112.9333,74.07,99,100,1.07,MY,1675193572
398,hoshcha,50.6003,26.6744,31.14,88,81,10.38,UA,1675193573
399,kyabe,9.4515,18.9449,86.72,13,41,2.62,TD,1675193573
400,nantucket,41.2835,-70.0995,36.09,78,100,11.5,US,1675193573
401,yulara,-25.2406,130.9889,75.29,34,91,16.4,AU,1675193574
402,quatre cocos,-20.2078,57.7625,78.91,84,88,13.49,MU,1675193574
403,nome,64.5011,-165.4064,17.67,100,100,0.0,US,1675193440
404,teya,60.3778,92.6267,-4.5,100,100,3.51,RU,1675193575
405,esmeraldas,-19.7625,-44.3139,93.31,72,86,3.65,BR,1675193575
406,claremorris,53.7167,-9.0,46.35,77,99,16.42,IE,1675193575
407,padang,-0.9492,100.3543,75.25,89,100,4.63,ID,1675193576
408,vardo,70.3705,31.1107,31.98,93,75,24.16,NO,1675193576
409,makaha,21.4694,-158.2175,78.71,73,100,4.61,US,1675193576
410,ribeira grande,38.5167,-28.7,57.6,77,20,5.99,PT,1675193576
411,berlevag,70.8578,29.0864,33.75,75,100,21.85,NO,1675193577
412,gat,31.61,34.7642,52.39,100,46,9.04,IL,1675193577
413,ranong,9.9658,98.6348,72.55,84,75,4.83,TH,1675193577
414,pangody,65.85,74.4859,4.68,94,100,14.14,RU,1675193578
415,oranjemund,-28.55,16.4333,63.72,95,0,4.97,NA,1675193578
416,ambilobe,-13.2,49.05,75.25,93,54,1.52,MG,1675193578
417,comodoro rivadavia,-45.8667,-67.5,71.46,40,20,24.16,AR,1675193579
418,sal rei,16.1833,-22.9167,71.8,68,75,16.11,CV,1675193579
419,peniche,39.3558,-9.3811,51.12,77,3,10.78,PT,1675193510
420,maragheh,37.3917,46.2398,34.21,99,100,4.03,IR,1675193580
421,san-pedro,4.7485,-6.6363,79.45,84,7,5.35,CI,1675193580
422,katobu,-4.9408,122.5276,75.74,93,100,2.59,ID,1675193580
423,leningradskiy,69.3833,178.4167,2.71,96,100,5.14,RU,1675193581
424,severo-kurilsk,50.6789,156.125,21.16,62,92,5.3,RU,1675193581
425,nalut,30.3333,10.85,45.41,38,17,6.91,LY,1675193582
426,smithers,54.7804,-127.1743,17.92,86,100,3.44,CA,1675193582
427,luang prabang,19.8856,102.1347,60.12,74,9,1.57,LA,1675193582
428,loiza,18.4313,-65.8802,82.38,54,40,16.11,PR,1675193583
429,arteaga,18.4667,-102.4167,82.42,32,0,5.68,MX,1675193583
430,cherskiy,68.75,161.3,-2.49,98,100,4.41,RU,1675193583
431,shcherbynivka,48.3949,37.791,29.73,93,100,2.42,UA,1675193583
432,sao filipe,14.8961,-24.4956,71.51,71,45,9.98,CV,1675193584
433,poyarkovo,49.6,128.6833,-24.92,100,83,4.45,RU,1675193584
434,the valley,18.217,-63.0578,80.46,78,40,4.61,AI,1675193584
435,tapalpa,19.95,-103.7667,73.27,26,1,8.39,MX,1675193585
436,witbank,-25.8713,29.2332,63.12,72,99,5.48,ZA,1675193585
437,vuktyl,63.8567,57.3094,25.75,93,100,14.88,RU,1675193585
438,pundaguitan,6.3711,126.1689,80.62,78,59,13.44,PH,1675193586
439,duki,30.1541,68.5728,47.77,34,5,4.32,PK,1675193586
440,khandbari,27.3747,87.2039,56.43,46,0,4.16,NP,1675193586
441,sanandaj,35.3144,46.9923,32.02,93,100,4.61,IR,1675193514
442,port hedland,-20.3167,118.5667,80.65,83,26,3.44,AU,1675193587
443,zapolyarnyy,69.4154,30.8136,25.88,97,100,6.02,RU,1675193587
444,port lincoln,-34.7333,135.8667,63.66,70,97,8.97,AU,1675193587
445,hovd,48.0056,91.6419,-1.57,79,13,2.86,MN,1675193588
446,makakilo city,21.3469,-158.0858,77.32,77,0,8.05,US,1675193588
447,cayenne,4.9333,-52.3333,82.44,78,75,11.5,GF,1675193388
448,kirakira,-10.4544,161.9205,79.39,81,84,1.1,SB,1675193589
449,wajir,1.7471,40.0573,87.55,32,3,11.12,KE,1675193589
450,warrington,53.3925,-2.5802,46.87,76,0,26.46,GB,1675193589
451,komsomolskiy,40.4272,71.7189,29.12,80,58,9.22,UZ,1675193590
452,bilibino,68.0546,166.4372,2.44,94,70,7.92,RU,1675193590
453,bobrov,51.0961,40.0333,24.64,94,79,4.16,RU,1675193590
454,matola,-25.9622,32.4589,80.55,74,75,14.97,MZ,1675193591
455,sesheke,-17.4759,24.2968,73.31,73,98,4.29,ZM,1675193591
456,misratah,32.3754,15.0925,59.25,54,95,21.83,LY,1675193591
457,pipraich,26.8264,83.53,54.64,78,0,9.71,IN,1675193592
458,havre-saint-pierre,50.2334,-63.5986,8.6,51,0,9.22,CA,1675193592
459,slave lake,55.2834,-114.769,10.38,79,100,2.3,CA,1675193592
460,vao,-22.6667,167.4833,77.9,76,53,11.01,NC,1675193592
461,halifax,44.6453,-63.5724,28.69,92,75,16.11,CA,1675193464
462,vysokogornyy,50.1167,139.15,-17.46,100,97,1.88,RU,1675193593
463,manakara,-22.1333,48.0167,75.16,89,100,10.76,MG,1675193593
464,yar-sale,66.8333,70.8333,9.79,91,100,15.39,RU,1675193594
465,petropavlovsk-kamchatskiy,53.0452,158.6483,-1.23,78,40,8.95,RU,1675193473
466,placido de castro,-10.3353,-67.1856,76.05,96,100,1.77,BR,1675193595
467,ishigaki,24.3448,124.1572,68.13,68,100,6.91,JP,1675193595
468,japura,-0.3167,102.35,72.68,99,100,2.19,ID,1675193595
469,galesong,-5.3166,119.3661,73.42,89,99,10.87,ID,1675193596
470,kieta,-6.2167,155.6333,78.96,84,100,3.51,PG,1675193596
471,namatanai,-3.6667,152.4333,78.93,81,76,3.09,PG,1675193596
472,altamira,-3.2033,-52.2064,91.49,49,40,4.61,BR,1675193597
473,ovalle,-30.5983,-71.2003,83.37,40,37,9.86,CL,1675193597
474,tiznit,29.5833,-9.5,54.88,23,51,17.92,MA,1675193597
475,kavaratti,10.5669,72.642,79.12,77,20,15.57,IN,1675193597
476,santana,-0.0583,-51.1817,81.81,75,97,4.38,BR,1675193598
477,peace river,56.2501,-117.286,7.11,85,100,6.91,CA,1675193598
478,eyl,7.9803,49.8164,73.65,77,1,14.23,SO,1675193598
479,gamba,-2.65,10.0,77.85,82,46,6.98,GA,1675193599
480,ponferrada,42.5466,-6.5962,41.22,69,8,1.01,ES,1675193599
481,souillac,-20.5167,57.5167,79.18,89,40,6.91,MU,1675193599
482,praia,14.9215,-23.5087,73.94,64,20,13.8,CV,1675193600
483,poum,-20.2333,164.0167,78.21,68,45,2.44,NC,1675193600
484,grand-santi,4.25,-54.3833,77.58,94,83,3.2,GF,1675193600
485,akyab,20.15,92.9,68.04,63,23,7.83,MM,1675193601
486,buala,-8.145,159.5921,80.13,76,100,4.72,SB,1675193601
487,moscow,55.7522,37.6156,32.63,92,100,10.27,RU,1675193429
488,south sioux city,42.4739,-96.4136,13.19,56,0,5.99,US,1675193601
489,biltine,14.5333,20.9167,81.07,13,4,13.0,TD,1675193602
490,nur,52.6683,22.3221,31.15,93,100,12.82,PL,1675193602
491,sao joao da barra,-21.6403,-41.0511,86.09,82,71,16.17,BR,1675193602
492,clermont,49.5,2.4167,46.04,96,78,9.62,FR,1675193603
493,san andres,12.5847,-81.7006,84.22,70,75,21.65,CO,1675193603
494,yarada,17.65,83.2667,73.72,78,40,2.3,IN,1675193603
495,bhikhi,30.0667,75.5333,48.92,68,5,8.08,IN,1675193604
496,sao miguel do araguaia,-13.275,-50.1628,83.89,68,11,2.89,BR,1675193604
497,nuuk,64.1835,-51.7216,12.81,67,40,21.85,GL,1675193604
498,port shepstone,-30.7414,30.455,74.66,90,100,18.14,ZA,1675193605
499,port charlotte,26.9762,-82.0906,85.05,71,75,4.0,US,1675193564
500,jaggayyapeta,16.9,80.1,70.41,83,88,3.6,IN,1675193605
501,itaqui,-29.1253,-56.5531,101.44,13,0,10.78,BR,1675193606
502,nuqui,5.7125,-77.2708,80.71,78,27,3.78,CO,1675193606
503,nuevo progreso,23.1667,-97.95,68.47,68,73,9.57,MX,1675193606
504,abu zabad,12.35,29.25,78.96,13,35,10.47,SD,1675193606
505,iisalmi,63.5592,27.1907,24.73,88,100,7.05,FI,1675193607
506,bull savanna,17.8868,-77.5902,81.3,61,6,16.11,JM,1675193607
507,atbasar,51.8,68.3333,-10.1,98,42,2.01,KZ,1675193607
508,chuy,-33.6971,-53.4616,79.92,64,33,12.91,UY,1675193608
509,umm kaddadah,13.6017,26.6876,78.42,12,36,13.76,SD,1675193608
510,touros,-5.1989,-35.4608,81.88,73,98,14.88,BR,1675193609
511,aksu,41.1231,80.2644,12.7,87,12,5.86,CN,1675193609
512,atar,20.5169,-13.0499,71.17,17,51,5.59,MR,1675193609
513,dali,25.7,100.1833,46.74,60,3,5.46,CN,1675193610
514,rioja,-29.4111,-66.8507,96.66,32,27,9.64,AR,1675193403
515,tamandare,-8.7597,-35.1047,81.34,71,52,9.13,BR,1675193610
516,xaltianguis,17.0667,-99.8333,76.51,37,0,7.72,MX,1675193611
517,merta,26.65,74.0333,56.1,48,0,6.15,IN,1675193611
518,najran,17.4924,44.1277,68.65,24,45,2.48,SA,1675193370
519,zhicheng,30.2956,111.5047,49.71,46,0,4.16,CN,1675193611
520,baghmara,23.795,86.2085,65.23,50,66,10.38,IN,1675193612
521,novikovo,51.1537,37.8879,25.52,82,19,6.22,RU,1675193612
522,shahreza,32.0339,51.8794,38.05,84,97,5.21,IR,1675193612
523,ballina,-28.8667,153.5667,72.01,99,59,5.37,AU,1675193613
524,sistranda,63.7256,8.834,28.36,66,100,10.85,NO,1675193613
525,kaeo,-35.1,173.7833,72.32,93,98,5.21,NZ,1675193613
526,chicama,-7.8447,-79.1469,72.14,55,53,10.76,PE,1675193614
527,eskil,38.4017,33.4131,30.18,83,87,6.04,TR,1675193603
528,onokhoy,51.932,108.0747,-11.29,99,21,3.06,RU,1675193614
529,bela,25.9333,81.9833,52.81,86,0,7.87,IN,1675193615
530,salinopolis,-0.6136,-47.3561,80.46,81,70,7.63,BR,1675193615
531,marsa matruh,31.3525,27.2453,55.6,67,40,16.11,EG,1675193615
532,ercis,39.0287,43.3586,28.18,83,100,4.59,TR,1675193599
533,agadez,19.75,10.25,62.92,21,100,9.22,NE,1675193616
534,vila franca do campo,37.7167,-25.4333,57.61,82,53,9.04,PT,1675193616
535,ternate,0.8,127.4,79.0,83,87,7.9,ID,1675193616
536,gemena,3.25,19.7667,80.26,47,73,2.17,CD,1675193617
537,itu,-23.2642,-47.2992,86.92,82,100,6.44,BR,1675193617
538,liku,-0.7275,119.8922,74.93,97,100,0.78,ID,1675193617
539,horta,38.5333,-28.6333,56.84,77,20,5.99,PT,1675193618
540,kihei,20.785,-156.4656,79.84,82,20,0.0,US,1675193375
541,fort-shevchenko,44.5086,50.263,34.92,59,23,9.51,KZ,1675193618
542,sulangan,11.1373,123.7228,79.0,84,12,13.47,PH,1675193619
543,eureka,40.8021,-124.1637,54.25,55,95,1.01,US,1675193412
544,ebnat-kappel,47.262,9.1247,37.51,80,100,4.03,CH,1675193619
545,fort wellington,6.4,-57.6,79.2,68,26,8.77,GY,1675193619
546,nhulunbuy,-12.2333,136.7667,81.21,89,96,6.91,AU,1675193620
547,coahuayana,18.7333,-103.6833,87.48,44,0,7.18,MX,1675193620
548,tarko-sale,64.9225,77.785,-3.21,99,52,10.89,RU,1675193620
549,oni,42.5794,43.4425,31.17,78,72,4.47,GE,1675193621
550,kurchum,48.5722,83.6542,-6.02,92,100,1.61,KZ,1675193621
551,jiayuguan,39.8167,98.3,17.49,46,9,3.83,CN,1675193621
552,labuhan,-6.8844,112.2051,77.34,84,100,7.18,ID,1675193622
553,usinsk,65.9939,57.5281,23.41,94,100,22.64,RU,1675193622
554,dzhebariki-khaya,62.2167,135.8,-29.45,97,100,4.52,RU,1675193622
555,nabire,-3.3667,135.4833,75.13,91,96,2.75,ID,1675193623
556,tres arroyos,-38.3739,-60.2798,76.66,60,20,18.7,AR,1675193623
557,sabang,5.8933,95.3214,78.76,80,100,9.35,ID,1675193623
558,sturgis,41.7992,-85.4192,20.88,58,75,5.75,US,1675193358
559,cap malheureux,-19.9842,57.6142,77.47,83,60,14.9,MU,1675193624
560,mabaruma,8.2,-59.7833,80.49,56,10,7.0,GY,1675193624
561,mahon,39.8885,4.2658,50.56,71,40,8.05,ES,1675193624
562,singkang,2.1006,102.7994,72.52,94,97,3.83,MY,1675193625
563,mayfield,36.7417,-88.6367,24.15,70,100,10.29,US,1675193625
564,bella union,-30.2752,-57.6007,97.45,16,0,8.25,UY,1675193625
565,saint-hubert,50.05,5.3833,38.03,99,100,8.32,BE,1675193626
566,imbituba,-28.24,-48.6703,78.67,77,100,1.48,BR,1675193626
567,mukhen,48.1,136.1,-0.44,92,100,4.65,RU,1675193626
568,yeppoon,-23.1333,150.7333,76.78,91,73,8.19,AU,1675193626
569,mackay,-21.15,149.2,77.68,89,100,11.03,AU,1675193627
570,ati,13.2154,18.3353,81.37,14,3,12.86,TD,1675193627
571,williams lake,52.1415,-122.1445,22.05,84,100,10.36,CA,1675193627
572,shelburne,44.0787,-80.2041,19.9,71,73,6.26,CA,1675193628
